City,Total Accidents
Reserve,8
Reston,229
Reunion,3
Reva,6
Revere,140
Rew,12
Rex,65
Rexburg,11
Rexford,84
Reynolds,20
Reynolds Station,1
Reynoldsburg,152
Reynoldsville,185
Rhame,2
Rhine,1
Rhinebeck,200
Rhinelander,4
Rhoadesville,36
Rhodes,3
Rhodesdale,17
Rhododendron,26
Rhome,1
Rialto,649
Ribera,12
Rice,135
Rice Lake,3
Riceboro,54
Rices Landing,11
Riceville,40
Rich,1
Rich Creek,11
Rich Square,15
Richards,1
Richardson,1041
Richardton,31
Richburg,362
Richey,1
Richfield,520
Richford,3
Richgrove,3
Richland,279
Richland Hills,6
Richland Springs,1
Richlands,29
Richmond,15263
Richmond Dale,2
Richmond Hill,317
Richmondville,16
Richton,8
Richton Park,20
Richview,15
Richwood,10
Rickman,2
Rickreall,76
Riddle,88
Ridge,16
Ridge Spring,52
Ridgecrest,273
Ridgefield,460
Ridgefield Park,250
Ridgeland,724
Ridgely,23
Ridgeville,570
Ridgeway,323
Ridgewood,295
Ridgway,172
Ridley Park,202
Ridott,1
Riegelsville,2
Riegelwood,26
Rienzi,4
Riesel,1
Rifle,129
Riga,8
Rigby,7
Riley,61
Rileyville,31
Rimersburg,45
Rimforest,27
Rimrock,91
Rincon,17
Rindge,9
Riner,6
Rineyville,3
Ringgold,238
Ringle,2
Ringling,2
Ringoes,13
Ringtown,13
Ringwood,2
Rio,7
Rio Dell,29
Rio Grande,31
Rio Grande City,5
Rio Linda,388
Rio Nido,5
Rio Oso,50
Rio Rancho,10
Rio Vista,343
Ripley,231
Ripon,551
Ripton,1
Ririe,15
Rising City,4
Rising Fawn,5
Rising Star,3
Rising Sun,46
Rison,39
Rittman,4
Ritzville,35
River Edge,24
River Falls,5
River Forest,11
River Ranch,2
Riverbank,78
Riverdale,692
Riverhead,81
Riverside,8701
Riverton,257
Riverview,2592
Riverwoods,12
Rives Junction,10
Rivesville,3
Riviera,6
Riviera Beach,2
Rixeyville,10
Rixford,12
Roachdale,3
Roan Mountain,15
Roann,2
Roanoke,1048
Roanoke Rapids,137
Roaring Branch,28
Roaring River,14
Roaring Spring,110
Robards,1
Robbins,46
Robbinsville,215
Robeline,1
Robersonville,27
Roberta,2
Roberts,61
Robertsdale,160
Robertsville,1
Robesonia,15
Robinson,1
Robstown,1
Roca,2
Rochelle,70
Rochelle Park,107
Rocheport,53
Rochester,7053
Rochester Hills,1
Rochester Mills,17
Rock,1
Rock City Falls,7
Rock Creek,2
Rock Falls,23
Rock Hall,3
Rock Hill,1240
Rock Island,9
Rock Port,7
Rock Rapids,1
Rock River,73
Rock Spring,5
Rock Springs,241
Rock Stream,1
Rock Tavern,14
Rock Valley,3
Rockaway,71
Rockaway Beach,51
Rockaway Park,9
Rockbridge,21
Rockbridge Baths,4
Rockdale,1
Rockfall,2
Rockford,302
Rockingham,158
Rockland,219
Rockledge,461
Rocklin,349
Rockmart,34
Rockport,100
Rocksprings,1
Rockton,116
Rockville,771
Rockville Centre,116
Rockwall,506
Rockwell,27
Rockwell City,2
Rockwood,254
Rocky Comfort,2
Rocky Ford,49
Rocky Gap,50
Rocky Hill,316
Rocky Mount,416
Rocky Point,110
Rocky Ridge,4
Rocky River,44
Rocky Top,45
Rodeo,327
Rodessa,16
Rodman,4
Roebling,44
Roebuck,500
Rogers,651
Rogers City,6
Rogerson,2
Rogersville,83
Roggen,25
Rogue River,25
Rohnert Park,242
Roland,9
Rolesville,122
Roll,83
Rolla,42
Rolling Hills Estates,2
Rolling Meadows,200
Rolling Prairie,14
Rollingstone,4
Rollins,18
Rollinsford,2
Rollinsville,3
Romance,2
Rome,488
Romeo,1
Romeoville,187
Romney,4
Romulus,394
Ronan,96
Ronceverte,2
Ronda,16
Ronkonkoma,237
Ronks,146
Roosevelt,416
Rootstown,25
Rosalia,5
Rosamond,580
Rosburg,5
Roscoe,63
Roscommon,12
Rose Bud,13
Rose Creek,8
Rose Hill,48
Rose Valley,1
Roseau,38
Roseboro,11
Rosebud,36
Roseburg,469
Rosebush,8
Rosedale,1004
Roseland,113
Roselle,218
Roselle Park,1
Rosemead,689
Rosemont,3
Rosemount,147
Rosenberg,19
Rosendale,61
Roseville,1618
Rosharon,21
Rosiclare,1
Rosie,1
Roslindale,111
Roslyn,192
Roslyn Heights,557
Rosman,25
Ross,8
Ross Valley,63
Rossford,15
Rossville,35
Roswell,128
Rotan,4
Rothsay,10
Rothschild,3
Rotonda West,16
Rotterdam Junction,18
Rougemont,23
Rough and Ready,47
Roulette,9
Round Hill,111
Round Lake,343
Round Lake Beach,82
Round Lake Heights,7
Round Lake Park,5
Round Mountain,15
Round O,134
Round Rock,537
Round Top,1
Roundup,46
Rouses Point,1
Rouseville,8
Rowan,1
Rowesville,37
Rowland,67
Rowland Heights,2648
Rowlesburg,3
Rowlett,199
Rowley,9
Roxana,3
Roxboro,45
Roxbury,182
Roxbury Crossing,57
Roxie,1
Roxton,1
Roy,556
Royal,4
Royal City,8
Royal Oak,246
Royal Oaks,412
Royal Palm Beach,8
Royal Palm Beach-West Jupiter,5
Royalton,58
Royersford,524
Royse City,191
Royston,7
Rubicon,2
Ruby,27
Ruckersville,185
Rudd,7
Rudolph,2
Rudyard,5
Ruffin,102
Ruffs Dale,70
Rugby,3
Rule,1
Rumney,2
Rumsey,7
Runge,4
Runnells,4
Runnemede,92
Running Springs,451
Rupert,3
Rural Hall,93
Rural Retreat,111
Rural Valley,2
Rush,70
Rush Center,3
Rush City,143
Rush Hill,1
Rush Valley,25
Rushford,70
Rushmore,73
Rushville,14
Ruskin,474
Ruso,2
Russell,33
Russells Point,2
Russellville,85
Rustburg,68
Ruston,9
Ruther Glen,737
Rutherford,220
Rutherfordton,70
Ruthton,11
Ruthven,2
Rutland,5
Rutledge,42
Rydal,7
Ryder,1
Rye,796
Rye Brook,3
Ryegate,10
Ryland Hght,4
Sabattus,5
Sabillasville,23
Sabin,10
Sabina,29
Sabinal,2
Sabinsville,13
Sabula,4
Sacaton,16
Sachse,9
Saco,15
Sacramento,21287
Sacred Heart,17
Saddle Brook,249
Saddle River,54
Sadieville,6
Sadorus,1
Saegertown,20
Safety Harbor,98
Saffell,2
Safford,44
Sag Harbor,10
Sagamore,3
Sagamore Beach,1
Sagaponack,4
Saginaw,318
Sagle,2
Saguache,26
Sahuarita,3
Saint Albans,100
Saint Amant,20
Saint Ann,22
Saint Ansgar,3
Saint Anthony,17
Saint Augusta,12
Saint Augustine,1244
Saint Benedict,1
Saint Bonifacius,4
Saint Charles,729
Saint Clair,51
Saint Clair Shores,548
Saint Clairsville,12
Saint Cloud,1162
Saint Elmo,5
Saint Francis,38
Saint George,542
Saint Georges,1
Saint Helen,3
Saint Helena,239
Saint Helena Island,95
Saint Helens,42
Saint Ignace,13
Saint Ignatius,58
Saint Jacob,1
Saint James,83
Saint James City,29
Saint Jo,2
Saint Johns,229
Saint Johnsbury,1
Saint Johnsville,1
Saint Joseph,226
Saint Landry,3
Saint Leonard,3
Saint Louis,4107
Saint Louisville,2
Saint Marks,3
Saint Martinville,48
Saint Mary,3
Saint Marys,156
Saint Matthews,436
Saint Meinrad,8
Saint Michael,255
Saint Michaels,23
Saint Olaf,1
Saint Paul,10248
Saint Paul Park,5
Saint Pauls,155
Saint Peter,235
Saint Peters,138
Saint Petersburg,4847
Saint Regis,396
Saint Robert,2
Saint Rose,123
Saint Stephen,94
Saint Stephens Church,8
Saint Thomas,27
Saint Xavier,5
Sainte Genevieve,4
Salado,7
Salamanca,12
Sale City,1
Sale Creek,62
Salem,2178
Salesville,2
Salida,482
Salina,162
Salinas,2699
Saline,18
Salisbury,537
Salisbury Mills,3
Salix,25
Salkum,5
Salley,67
Sallisaw,1
Salmon,1
Salol,9
Salome,208
Salt Flat,11
Salt Lake City,5823
Salt Point,79
Salt Rock,3
Salters,49
Saltese,94
Saltillo,6
Saltsburg,52
Saltville,5
Saluda,404
Salunga,4
Salvisa,5
Salvo,5
Salyer,70
Salyersville,8
Sammamish,5
Samoa,20
Samson,10
San Acacia,2
San Andreas,197
San Angelo,2
San Anselmo,31
San Antonio,9027
San Ardo,108
San Augustine,1
San Benito,4
San Bernardino,7426
San Bruno,456
San Carlos,326
San Clemente,807
San Diego,19173
San Dimas,1063
San Elizario,13
San Fernando,325
San Fernando Valley,1
San Francisco,5086
San Gabriel,434
San Geronimo,12
San Gregorio,30
San Joaquin,49
San Jon,9
San Jose,9096
San Juan,4
San Juan Bautista,589
San Juan Capistrano,947
San Leandro,2132
San Lorenzo,911
San Lucas,4
San Luis Obispo,669
San Manuel,17
San Marcos,1278
San Marino,39
San Martin,416
San Mateo,1719
San Miguel,145
San Pablo,1085
San Pedro,401
San Quentin,95
San Rafael,1097
San Ramon,294
San Simeon,55
San Simon,61
San Tan Valley,12
San Ysidro,77
Sanborn,56
Sanbornton,17
Sanbornville,3
Sand Coulee,4
Sand Lake,25
Sand Springs,12
Sanders,37
Sanderson,91
Sandersville,4
Sandisfield,1
Sandown,4
Sandpoint,6
Sandston,571
Sandstone,139
Sandusky,43
Sandwich,7
Sandy,735
Sandy Creek,5
Sandy Hook,167
Sandy Lake,3
Sandy Level,6
Sandy Ridge,23
Sandy Spring,4
Sandyville,1
Sanford,1475
Sanger,753
Sanibel,17
Santa Ana,3082
Santa Barbara,1675
Santa Clara,567
Santa Clarita,744
Santa Claus,9
Santa Cruz,1528
Santa Fe,51
Santa Fe Springs,1320
Santa Margarita,226
Santa Maria,1367
Santa Monica,1362
Santa Paula,439
Santa Rosa,2832
Santa Rosa Beach,294
Santa Rosa Valley,30
Santa Ynez,216
Santaquin,102
Santee,221
Santo,15
Sapphire,22
Sapulpa,7
Saraland,68
Saranac,20
Saranac Lake,5
Sarasota,7575
Saratoga,281
Saratoga Springs,447
Sarcoxie,3
Sardinia,6
Sardis,20
Sarver,8
Satellite Beach,42
Satsuma,84
Saucier,5
Saugatuck,29
Saugerties,223
Saugus,132
Sauk Centre,344
Sauk City,3
Sauk Rapids,173
Saukville,5
Saulsbury,1
Sault Sainte Marie,2
Saunderstown,9
Sauquoit,15
Sausalito,472
Savage,208
Savanna,1
Savannah,693
Savona,4
Savoy,7
Sawyer,37
Saxe,7
Saxon,1
Saxonburg,7
Saxton,49
Saylorsburg,32
Sayre,17
Sayreville,53
Sayville,40
Scaly Mountain,6
Scandia,45
Scandinavia,1
Scappoose,87
Scarborough,17
Scarbro,53
Scarsdale,276
Scenery Hill,1
Schaefferstown,2
Schaghticoke,42
Schaller,1
Schaumburg,256
Schellsburg,43
Schenectady,836
Schenevus,1
Schertz,232
Schiller Park,166
Schnecksville,20
Schodack Landing,89
Schofield,1
Schoharie,16
Schoolcraft,24
Schriever,27
Schroon Lake,17
Schulenburg,4
Schurz,10
Schuyler,16
Schuylerville,30
Schuylkill Haven,13
Schwenksville,228
Science Hill,1
Scio,55
Sciota,3
Scipio,40
Scipio Center,5
Scituate,2
Scobey,4
Scotch Plains,14
Scotia,67
Scotland,3
Scotland Neck,12
Scotrun,47
Scott,292
Scott Bar,1
Scott City,1
Scott Depot,118
Scott Township,4
Scottdale,36
Scotts Valley,295
Scottsbluff,1
Scottsboro,31
Scottsburg,155
Scottsdale,1940
Scottsville,212
Scottville,2
Scranton,421
Screven,2
Scribner,12
Sea Bright,2
Sea Cliff,1
Sea Girt,2
Seaboard,12
Seabrook,116
Seadrift,3
Seaford,186
Seagoville,46
Seagrove,13
Seal Beach,902
Seal Rock,56
Seale,4
Sealy,18
Seaman,3
Searcy,51
Sears,1
Searsboro,2
Seaside,679
Seaside Heights,8
Seatac,8
Seattle,6796
Seaview,3
Sebastian,108
Sebastopol,540
Sebeka,10
Sebewaing,1
Sebree,4
Sebring,443
Secane,4
Secaucus,498
Second Mesa,1
Secretary,6
Section,1
Sedalia,24
Sedan,3
Sedgwick,11
Sedley,1
Sedona,450
Sedro Woolley,33
Seekonk,17
Seeley Lake,57
Seffner,715
Seguin,48
Seiad Valley,17
Seibert,10
Sekiu,7
Selah,1
Selbyville,21
Selden,39
Seligman,129
Selinsgrove,360
Selkirk,195
Sellers,19
Sellersburg,156
Sellersville,29
Sells,7
Selma,975
Seminary,5
Seminole,632
Semmes,25
Semora,2
Senatobia,15
Seneca,1251
Seneca Falls,100
Seneca Rocks,2
Senecaville,4
Senoia,50
Sentinel Butte,6
Sequim,20
Sequoia National Park,3
Sergeant Bluff,14
Setauket,1
Seven Springs,31
Seven Valleys,22
Severn,127
Severna Park,21
Severy,2
Sevier,136
Sevierville,27
Seville,55
Sewanee,5
Seward,77
Sewaren,38
Sewell,103
Sewickley,232
Seymour,220
Shabbona,4
Shacklefords,17
Shade,3
Shade Gap,22
Shady Cove,27
Shady Spring,36
Shady Valley,2
Shadyside,1
Shafer,55
Shafter,169
Shaftsbury,1
Shakopee,483
Shalimar,53
Shallotte,35
Shallowater,14
Shamokin,51
Shamokin Dam,126
Shamrock,4
Shandon,137
Shaniko,136
Shannock,2
Shannon,29
Sharon,257
Sharon Hill,21
Sharon Springs,1
Sharps Chapel,1
Sharpsburg,50
Sharpsville,4
Shasta,18
Shasta Lake,39
Shaver Lake,182
Shaw Afb,5
Shaw Air Force Base,1
Shawano,7
Shawboro,5
Shawmut,10
Shawnee,730
Shawsville,40
Shawville,3
Sheboygan,37
Sheboygan Falls,6
Shedd,58
Sheep Ranch,4
Sheffield,32
Sheffield Lake,9
Sheffield Village,3
Shelburn,9
Shelburne,1
Shelburne Falls,2
Shelby,150
Shelby Township,2
Shelbyville,111
Sheldon,9
Shelley,18
Shellman,1
Shelocta,9
Shelton,261
Shenandoah,76
Shenandoah Junction,2
Shepherd,72
Shepherdsville,143
Sheppard AFB,5
Sheppton,3
Sherborn,2
Sherburn,74
Sherburne,2
Sheridan,266
Sheridan Lake,16
Sherman,48
Sherman Oaks,2647
Shermans Dale,78
Sherrill,14
Sherrills Ford,13
Sherwood,106
Shevlin,23
Shickshinny,9
Shiloh,14
Shiner,1
Shingle Springs,531
Shinglehouse,35
Shingletown,147
Shinnston,10
Shipman,3
Shippensburg,254
Shippenville,88
Shippingport,2
Shiprock,13
Shipshewana,17
Shirley,77
Shirleysburg,34
Shoals,9
Shoemakersville,6
Shohola,20
Shokan,10
Shonto,3
Shoreham,2
Shoreline,37
Shorewood,176
Short Hills,54
Shorter,186
Shorterville,2
Shortsville,120
Shoshone,5
Shoshoni,4
Show Low,165
Shreve,1
Shreveport,6249
Shrewsbury,67
Shrub Oak,31
Shunk,5
Sibley,12
Sicklerville,55
Sidell,7
Sidman,52
Sidney,146
Sierra Blanca,9
Sierra City,14
Sierra Madre,2
Sierraville,63
Sigel,34
Signal Hill,114
Signal Mountain,158
Sigourney,2
Sigurd,26
Sikeston,15
Silas,5
Siler City,46
Siletz,63
Siloam,2
Siloam Springs,32
Silsbee,1
Silt,42
Silver Bay,6
Silver City,2
Silver Creek,126
Silver Gate,1
Silver Grove,1
Silver Lake,153
Silver Plume,249
Silver Point,69
Silver Spring,3093
Silver Springs,262
Silver Star,5
Silverado,124
Silverdale,36
Silverhill,2
Silverlake,2
Silverpeak,4
Silverstreet,36
Silverthorne,37
Silverton,126
Silvis,3
Simi Valley,521
Simla,3
Simms,5
Simpsonville,2183
Sims,13
Simsboro,2
Simsbury,15
Sinclair,37
Singer,2
Singers Glen,4
Sinnamahoning,7
Sinton,1
Sioux Center,5
Sioux City,78
Siren,1
Sisters,188
Six Mile,127
Six Mile Run,7
Sixes,14
Skamokawa,6
Skaneateles,3
Skiatook,3
Skippack,3
Skippers,49
Skipperville,4
Skipwith,17
Skokie,217
Skokomish Nation,1
Skowhegan,1
Skull Valley,8
Skyforest,28
Skykomish,27
Slate Hill,3
Slater,5
Slatington,40
Slaton,2
Slaughter,13
Slayton,54
Sleepy Eye,76
Sleepy Hollow,6
Slidell,250
Sligo,23
Slinger,35
Slingerlands,26
Slippery Rock,66
Sloan,31
Sloansville,2
Sloatsburg,285
Slocomb,17
Sloughhouse,177
Slovan,2
Smartsville,82
Smethport,84
Smicksburg,6
Smith,9
Smith River,104
Smithboro,2
Smithdale,1
Smithers,2
Smithfield,357
Smithland,1
Smithmill,9
Smiths Creek,43
Smiths Station,32
Smithsburg,91
Smithton,44
Smithtown,108
Smithville,28
Smoaks,55
Smock,6
Smokerun,1
Smoketown,2
Smoot,2
Smyrna,808
Sneads,45
Sneads Ferry,11
Snelling,89
Snellville,20
Snohomish,186
Snoqualmie,70
Snoqualmie Pass,4
Snow Camp,17
Snow Hill,77
Snow Shoe,107
Snowflake,19
Snowmass,12
Snowville,228
Snyder,2
Soap Lake,4
Sobieski,1
Social Circle,73
Society Hill,75
Socorro,31
Soda Springs,354
Soddy Daisy,151
Soddy-Daisy,28
Sodus,14
Solana Beach,171
Soledad,339
Solen,9
Solomons,5
Solon,52
Solon Springs,4
Solsberry,3
Solvang,101
Solway,18
Somerdale,10
Somers,185
Somers Point,104
Somerset,782
Somersworth,5
Somerville,186
Somes Bar,10
Somis,327
Sonoma,867
Sonora,750
Sopchoppy,33
Soperton,63
Sophia,9
Soquel,327
Sorrento,163
Soso,2
Souderton,190
Soulsbyville,51
South Abington Township,2
South Acworth,1
South Amana,14
South Amboy,557
South Bay,9
South Beach,37
South Beloit,18
South Bend,84
South Bloomfield,4
South Boardman,6
South Boston,122
South Brunswick,3
South Burlington,11
South Charleston,313
South Chesterfield,189
South Colton,3
South Dayton,3
South Daytona,1
South Deerfield,2
South Dennis,12
South Easton,2
South El Dorado,3
South El Monte,772
South Elgin,31
South Fallsburg,2
South Fork,114
South Fulton,5
South Gate,841
South Gibson,3
South Glastonbury,47
South Glens Falls,40
South Hackensack,17
South Hadley,3
South Haven,70
South Heart,1
South Hempstead,5
South Hero,1
South Hill,172
South Holland,224
South Houston,13
South Jefferson,2
South Jordan,270
South Lake Tahoe,397
South Lebanon,12
South Londonderry,1
South Lyon,8
South Miami,462
South Mills,1
South Milwaukee,1
South Newfane,1
South Otselic,2
South Ozone Park,379
South Paris,1
South Park,10
South Pasadena,231
South Pittsburg,106
South Plainfield,39
South Point,19
South Portland,14
South Prairie,3
South Prince George,5
South Richmond Hill,80
South Rockwood,39
South Royalton,2
South Saint Paul,216
South Salem,52
South Salt Lake,26
South San Francisco,568
South Setauket,7
South Sioux City,3
South Solon,4
South Vienna,24
South Wales,5
South Weymouth,13
South Windham,7
South Windsor,84
South Yakima,2
South Yarmouth,24
Southampton,105
Southaven,209
Southborough,14
Southbridge,2
Southbury,216
Southeast Marin,10
Southern Pines,2
Southfield,789
Southfields,223
Southgate,75
Southington,360
Southlake,72
Southold,1
Southport,227
Southside,10
Southwest Orange,22
Southwest Ranches,6
Southwick,1
Spalding,3
Spanaway,188
Spangle,11
Spangler,4
Spanish Fork,411
Spanish Fort,1
Spanishburg,29
Sparkill,7
Sparkman,6
Sparks,1200
Sparks Glencoe,83
Sparrow Bush,6
Sparrows Point,67
Sparta,128
Spartanburg,5421
Spartansburg,6
Spearville,13
Speedwell,1
Spencer,99
Spencerport,163
Spencerville,34
Speonk,3
Sperry,7
Sperryville,14
Spiceland,49
Spicer,41
Spicewood,152
Spindale,2
Spirit Lake,8
Spiritwood,29
Spivey,1
Splendora,12
Spofford,5
Spokane,871
Spokane Valley,82
Spotsylvania,299
Spout Spring,22
Spraggs,1
Sprague,12
Sprague River,3
Sprakers,30
Spray,30
Spreckels,8
Spring,749
Spring Arbor,9
Spring Brook Township,6
Spring City,133
Spring Creek,44
Spring Green,7
Spring Grove,181
Spring Hill,861
Spring Hope,50
Spring House,19
Spring Lake,109
Spring Mills,119
Spring Run,39
Spring Valley,303
Springboro,48
Springdale,213
Springer,5
Springerville,39
Springfield,6926
Springfield Gardens,246
Springhill,1
Springlake,2
Springs,5
Springtown,2
Springville,366
Springville-Johnsondale,3
Springville-Mapleton,69
Springwater,2
Spruce Creek,24
Spruce Pine,21
Squaw Lake,9
Squaw Valley,121
St Albans,15
St Amant,26
St Ann,12
St Anne,2
St Augustine,443
St Charles,127
St Clair,28
St Clairsville,19
St Cloud,145
St Croix,5
St George,194
St Georges,3
St Helena,58
St Jacob,1
St James,9
St James City,7
St Joe,8
St Johns,70
St Joseph,73
St Leonard,1
St Louis,1185
St Marks,2
St Martinville,1
St Mary,2
St Marys,39
St Matthews,138
St Meinrad,5
St Michaels,14
St Paris,3
St Paul,6
St Pauls,103
St Pete Beach,36
St Peters,29
St Petersburg,1168
St Robert,11
St Rose,75
St Stephen,38
St Stephens Church,5
St. Louis,32
St. Marys,1
St. Pete Beach,1
St. Petersburg,59
Staatsburg,24
Stacy,97
Stafford,2004
Stafford Springs,72
Staffordsville,5
Stahlstown,39
Staley,7
Stamford,769
Stanardsville,63
Stanchfield,2
Standish,24
Stanfield,141
Stanford,75
Stanfordville,12
Stanhope,13
Stanley,115
Stanleytown,15
Stanton,189
Stantonsburg,7
Stanwood,53
Staples,70
Stapleton,10
Star,27
Star City,23
Star Tannery,15
Starbuck,23
Stark City,1
Starke,87
Starks,1
Starkville,7
Starlight,2
Starr,163
Starrucca,2
Startex,5
State Center,2
State College,537
State Road,7
State University,1
Stateline,36
Staten Island,1802
Statenville,2
Statesboro,31
Statesville,605
Statham,10
Staunton,812
Stayton,70
Ste Genevieve,4
Steamboat Rock,13
Steamboat Springs,45
Stearns,2
Stedman,16
Steele,44
Steeles Tavern,22
Steelton,1
Steger,13
Steilacoom,5
Steinhatchee,33
Stella,2
Stem,12
Stephens,7
Stephens City,211
Stephenson,8
Stephentown,27
Stephenville,6
Sterling,1412
Sterling City,5
Sterling Heights,30
Sterrett,31
Steubenville,19
Stevens,104
Stevens Point,23
Stevensburg,10
Stevenson,34
Stevenson Ranch,187
Stevensville,425
Stevinson,140
Steward,7
Stewart,19
Stewarts Point,2
Stewartstown,39
Stewartsville,31
Stewartville,146
Stigler,1
Stilesville,54
Still Pond,2
Stillwater,232
Stilwell,51
Stinnett,3
Stinson Beach,45
Stirum,3
Stittville,2
Stockbridge,522
Stockertown,4
Stockholm,15
Stockton,4162
Stoddard,2
Stokes,21
Stokesdale,34
Stone Creek,7
Stone Mountain,266
Stone Park,1
Stone Ridge,10
Stoneboro,10
Stoneham,71
Stoneville,25
Stonewall,2
Stonington,77
Stony Brook,44
Stony Creek,171
Stony Point,90
Stonyford,32
Storden,1
Storm Lake,14
Stormville,30
Storrs Center,19
Storrs Mansfield,23
Story City,58
Stotts City,4
Stoughton,132
Stoutsville,1
Stow,75
Stowe,2
Stoystown,127
Strafford,68
Strasburg,418
Stratford,704
Stratham,7
Strathmore,190
Strattanville,41
Stratton,14
Straughn,29
Strawberry,3
Strawberry Plains,27
Strawberry Point,2
Strawberry Valley,13
Strawn,1
Streamwood,12
Streator,4
Street,30
Streeter,1
Streetman,2
Streetsboro,93
Strong,9
Strongstown,37
Strongsville,121
Stroud,2
Stroudsburg,252
Strunk,3
Stryker,4
Stuart,322
Stuarts Draft,69
Studio City,314
Stump Creek,2
Sturbridge,44
Sturgeon,9
Sturgeon Bay,7
Sturgeon Lake,52
Sturtevant,77
Stuttgart,14
Stuyvesant,12
Suamico,4
Sublimity,52
Succasunna,8
Suches,1
Sudbury,4
Sudlersville,59
Suffern,301
Suffield,4
Suffolk,1441
Sugar City,6
Sugar Grove,68
Sugar Hill,1
Sugar Land,142
Sugar Run,3
Sugarcreek,7
Sugarloaf,58
Suisun City,102
Suitland,671
Sula,12
Sulligent,6
Sullivan,26
Sullivan City,1
Sullivans Island,2
Sulphur,119
Sultan,34
Sultana,8
Sumas,5
Sumerco,6
Sumerduck,8
Sumiton,2
Summer Lake,25
Summer Shade,2
Summerdale,16
Summerfield,582
Summerhill,39
Summerland,176
Summerland Key,41
Summers,2
Summersville,10
Summerton,271
Summertown,2
Summerville,2869
Summit,138
Summit Argo,41
Summit Hill,2
Summit Point,2
Sumner,247
Sumpter,54
Sumrall,6
Sumter,1343
Sumterville,23
Sun City,303
Sun City Center,151
Sun City West,98
Sun Lakes,11
Sun Prairie,66
Sun River,16
Sun Valley,1179
Sunapee,6
Sunburg,15
Sunburst,5
Sunbury,330
Suncook,1
Sundance,5
Sunfield,8
Sunland,157
Sunman,32
Sunny Isles Beach,738
Sunnyside,12
Sunnyvale,1090
Sunol,1149
Sunrise,27
Sunset,84
Sunset Beach,8
Sunset Valley,6
Superior,371
Superior city,4
Supply,21
Suquamish,1
Surfside,213
Surfside Beach,26
Surprise,647
Surrency,2
Surrey,3
Surry,23
Susanville,384
Susquehanna,20
Sussex,20
Sutherland,75
Sutherlin,79
Sutter,95
Sutter Creek,83
Sutton,48
Suwanee,251
Suwannee,1
Swainsboro,16
Swaledale,1
Swampscott,3
Swan,5
Swan River,21
Swan Valley,3
Swannanoa,77
Swansea,470
Swanton,50
Swanville,19
Swanzey,8
Swarthmore,28
Swartz Creek,269
Swatara,6
Swayzee,6
Swedesboro,195
Sweeny,3
Sweet Grass,13
Sweet Home,62
Sweet Springs,41
Sweet Valley,8
Sweet Water,1
Sweetwater,93
Swengel,12
Swifton,4
Swiftwater,8
Swisher,127
Swisshome,25
Swoope,36
Swords Creek,19
Sycamore,47
Sykesville,130
Sylacauga,20
Sylmar,2205
Sylva,99
Sylvan Beach,7
Sylvania,39
Sylvester,11
Syosset,228
Syracuse,1493
Taberg,41
Tabernacle,6
Tabiona,6
Table Rock,3
Tabor City,23
Tacna,1
Tacoma,2333
Taft,276
Tafton,14
Tahoe City,239
Tahoe Vista,36
Tahoma,25
Taiban,1
Takoma Park,100
Talala,4
Talbott,2
Talbotton,1
Talco,1
Talent,104
Talking Rock,4
Tall Timbers,6
Talladega,14
Tallahassee,2828
Tallapoosa,39
Tallassee,18
Tallmadge,30
Tallulah,31
Talmage,28
Talmo,2
Talmoon,2
Talpa,5
Tama,18
Tamaqua,25
Tamarac,7
Tamarack,13
Tamassee,17
Tamms,1
Tampa,10851
Taneytown,7
Tangent,101
Tanner,226
Tannersville,115
Taos,4
Tappahannock,153
Tappan,26
Tappen,40
Tar Heel,32
Tarboro,56
Tarentum,45
Tarpon Springs,590
Tarrs,4
Tarrytown,383
Tarzana,464
Tate,4
Tatum,3
Tatums,2
Taunton,39
Tavares,50
Tavernier,37
Taylor,333
Taylor Mill,10
Taylors,1441
Taylors Falls,23
Taylorsville,115
Tazewell,23
Teachey,4
Teague,1
Teaneck,569
Teasdale,13
Teaticket,3
Tecumseh,11
Teec Nos Pos,50
Tehachapi,716
Tehama,2
Tejon Ranch,1
Tekamah,15
Tekonsha,24
Telford,233
Tell City,2
Tellico Plains,9
Telluride,3
Temecula,1290
Tempe,2956
Temperance,8
Temperanceville,25
Temple,103
Temple City,26
Temple Hills,601
Temple Terrace,4
Templeton,356
Ten Mile,2
Tenafly,13
Tenaha,1
Tenino,17
Tenmile,19
Tennessee Colony,5
Tennyson,8
Tensed,5
Termo,52
Terra Alta,2
Terra Bella,167
Terra Ceia,65
Terrace Park,1
Terre Haute,109
Terre Hill,4
Terrebonne,78
Terrell,203
Terry,59
Terryville,7
Teterboro,39
Teton,2
Tetonia,2
Teutopolis,11
Tewksbury,291
Texarkana,185
Texas City,28
Thackerville,1
Thatcher,6
Thawville,2
Thaxton,31
Thayer,12
The Colony,13
The Dalles,626
The Hills,4
The Plains,188
The Rock,3
The Sea Ranch,20
The Villages,132
Theodore,166
Theresa,10
Thibodaux,28
Thomasboro,3
Thomaston,58
Thomasville,218
Thompson,287
Thompson Falls,32
Thompsons Station,37
Thompson's Station,13
Thompsontown,113
Thomson,74
Thonotosassa,134
Thoreau,10
Thorn Hill,4
Thorndale,49
Thornton,255
Thorntown,105
Thornville,50
Thornwood,4
Thorofare,56
Thorp,9
Thorsby,8
Thousand Oaks,332
Thrall,2
Three Forks,135
Three Lakes,2
Three Oaks,20
Three Rivers,62
Three Springs,48
