City,Severity,Total Accidents
East St Louis,4,12
East St. Louis,3,1
East Stroudsburg,1,2
East Stroudsburg,2,99
East Stroudsburg,3,13
East Stroudsburg,4,5
East Syracuse,2,150
East Syracuse,3,19
East Syracuse,4,17
East Taunton,1,1
East Taunton,2,4
East Tawas,2,2
East Tehama,2,38
East Troy,2,5
East Troy,4,1
East Wakefield,3,1
East Walpole,1,1
East Walpole,2,13
East Walpole,3,9
East Wareham,2,2
East Waterford,2,15
East Waterford,4,1
East Wenatchee,2,1
East Weymouth,1,1
East Weymouth,2,4
East Whatcom,2,1
East Whatcom,3,1
East Windsor,2,91
East Windsor,3,10
East Windsor,4,8
Eastaboga,2,24
Eastaboga,3,5
Eastaboga,4,1
Eastanollee,2,4
Eastanollee,3,1
Eastanollee,4,1
Eastchester,2,11
Eastchester,4,1
Eastham,1,1
Eastham,2,4
Eastlake,1,1
Eastlake,2,29
Eastlake,3,1
Eastlake,4,1
Eastland,2,18
Eastland,3,6
Eastland,4,1
Eastman,2,10
Eastman,4,3
Easton,1,2
Easton,2,688
Easton,3,21
Easton,4,83
Eastover,1,13
Eastover,2,292
Eastover,3,1
Eastover,4,2
Eastpoint,2,9
Eastpointe,2,2
Eastport,1,1
Eastport,2,12
Eastport,3,1
Eastview,2,2
Eaton,2,43
Eaton,3,4
Eaton,4,7
Eaton Park,2,2
Eaton Rapids,2,8
Eaton Rapids,4,3
Eatonton,2,25
Eatonton,4,5
Eatontown,2,291
Eatontown,3,3
Eatontown,4,3
Eatonville,1,1
Eatonville,2,51
Eatonville,4,5
Eau Claire,2,66
Eau Claire,3,16
Eau Claire,4,4
Ebensburg,1,2
Ebensburg,2,232
Ebensburg,3,4
Ebensburg,4,9
Ebony,2,4
Ebony,4,1
Ebro,2,41
Ebro,3,1
Echo,2,167
Echo,3,3
Echo,4,1
Echo Lake,2,85
Echo Lake,4,2
Echola,2,5
Eckerman,2,1
Eckerty,2,1
Eckerty,4,1
Eclectic,2,38
Economy,2,5
Economy,4,2
Edcouch,1,1
Edcouch,2,4
Edcouch,4,5
Eddington,2,1
Eddy,1,1
Eddy,3,4
Eddystone,2,1
Eddyville,2,72
Eddyville,3,1
Eddyville,4,4
Eden,2,142
Eden,3,4
Eden,4,21
Eden Prairie,1,3
Eden Prairie,2,628
Eden Prairie,3,9
Eden Prairie,4,1
Eden Valley,1,1
Eden Valley,2,16
Edenton,2,14
Edenton,4,2
Edgar,2,6
Edgar,4,2
Edgefield,1,5
Edgefield,2,76
Edgefield,4,1
Edgeley,2,9
Edgemont,2,3
Edgemont,4,1
Edgemoor,1,2
Edgemoor,2,68
Edgemoor,3,4
Edgerton,1,1
Edgerton,2,102
Edgerton,3,14
Edgerton,4,9
Edgewater,1,1
Edgewater,2,82
Edgewater,3,13
Edgewater,4,2
Edgewood,1,2
Edgewood,2,176
Edgewood,3,13
Edgewood,4,12
Edina,2,9
Edinboro,2,20
Edinboro,3,2
Edinboro,4,4
Edinburg,1,5
Edinburg,2,236
Edinburg,3,15
Edinburg,4,39
Edinburgh,2,75
Edinburgh,3,10
Edinburgh,4,8
Edison,1,2
Edison,2,982
Edison,3,108
Edison,4,15
Edisto Island,2,6
Edmeston,2,3
Edmeston,4,2
Edmond,1,35
Edmond,2,305
Edmond,3,16
Edmond,4,1
Edmonds,1,1
Edmonds,2,22
Edmonton,2,1
Edmore,2,2
Edmore,4,1
Edna,2,5
Edna,4,3
Edon,1,1
Edon,2,16
Edon,3,41
Edon,4,4
Edward,2,2
Edwards,1,3
Edwards,2,227
Edwards,3,19
Edwards,4,16
Edwardsville,1,1
Edwardsville,2,32
Edwardsville,3,45
Edwardsville,4,1
Effie,2,11
Effingham,1,14
Effingham,2,240
Effingham,3,55
Effingham,4,2
Effort,2,3
Effort,4,1
Efland,2,79
Efland,3,22
Efland,4,4
Egan,2,16
Egan,3,8
Egan,4,2
Egg Harbor City,2,61
Egg Harbor City,3,1
Egg Harbor City,4,7
Egg Harbor Township,1,1
Egg Harbor Township,2,119
Egg Harbor Township,3,1
Egg Harbor Township,4,1
Egg Harbor Twp,2,88
Egg Harbor Twp,4,3
Eglin AFB,1,2
Eglin AFB,2,180
Eglin AFB,3,1
Eglin Air Force Base,2,44
Eglon,2,2
Eglon,4,1
Egnar,2,7
Egnar,4,2
Ehrenberg,2,17
Ehrenberg,3,3
Ehrenberg,4,1
Ehrhardt,1,3
Ehrhardt,2,37
Ehrhardt,4,1
Eight Mile,2,38
Eight Mile,4,9
Eighty Four,2,40
Eighty Four,3,5
Eighty Four,4,8
Eitzen,2,1
Ekalaka,2,1
Ekron,2,3
Ekron,4,1
El Campo,2,3
El Cerrito,1,2
El Cerrito,2,96
El Cerrito,3,10
El Cerrito,4,1
El Dorado,2,173
El Dorado,3,4
El Dorado,4,10
El Dorado Hills,1,5
El Dorado Hills,2,575
El Dorado Hills,3,3
El Granada,2,11
El Macero,2,4
El Mirage,1,1
El Mirage,2,176
El Mirage,4,4
El Monte,1,4
El Monte,2,1089
El Monte,3,233
El Monte,4,3
El Nido,1,1
El Nido,2,53
El Nido,4,1
El Paso,1,40
El Paso,2,2109
El Paso,3,334
El Paso,4,39
El Portal,2,23
El Prado,2,1
El Reno,2,17
El Reno,3,1
El Reno,4,2
El Segundo,2,186
El Segundo,3,23
El Sobrante,1,15
El Sobrante,2,365
El Sobrante,3,14
Eland,2,3
Eland,4,1
Elba,2,31
Elba,3,1
Elba,4,1
Elbe,2,2
Elberfeld,2,4
Elberfeld,4,2
Elberon,2,8
Elberon,4,3
Elberta,1,1
Elberta,2,12
Elberta,4,4
Elberton,2,27
Elberton,4,11
Elbow Lake,2,27
Elbridge,2,4
Elbridge,4,3
Elburn,2,16
Elburn,3,2
Elburn,4,2
Eldon,2,4
Eldon,4,2
Eldora,2,3
Eldorado,2,5
Eldorado,3,2
Eldorado,4,2
Eldorado Springs,4,1
Eldred,2,41
Eldred,3,2
Eldridge,2,19
Eldridge,3,2
Eldridge,4,3
Electra,2,12
Electra,3,1
Elgin,1,47
Elgin,2,1152
Elgin,3,225
Elgin,4,16
Elizabeth,1,5
Elizabeth,2,746
Elizabeth,3,195
Elizabeth,4,33
Elizabeth City,2,42
Elizabeth City,4,4
Elizabethport,2,230
Elizabethport,3,18
Elizabethport,4,1
Elizabethton,2,9
Elizabethton,4,3
Elizabethtown,1,21
Elizabethtown,2,511
Elizabethtown,3,3
Elizabethtown,4,37
Elizabethville,2,9
Elizaville,2,3
Elizaville,4,1
Elk,2,30
Elk City,2,2
Elk Creek,2,9
Elk Falls,2,1
Elk Falls,4,2
Elk Garden,2,2
Elk Grove,1,17
Elk Grove,2,1269
Elk Grove,3,31
Elk Grove,4,7
Elk Grove Village,1,6
Elk Grove Village,2,92
Elk Grove Village,3,103
Elk Grove Village,4,2
Elk Mound,1,1
Elk Mound,2,34
Elk Mound,3,4
Elk Mountain,2,19
Elk Mountain,4,1
Elk Park,2,3
Elk Park,4,1
Elk River,1,21
Elk River,2,748
Elk River,3,2
Elk River,4,1
Elkader,2,2
Elkader,4,2
Elkhart,1,1
Elkhart,2,81
Elkhart,3,37
Elkhart,4,5
Elkhart Lake,2,6
Elkhart Lake,4,4
Elkhorn,2,34
Elkhorn,3,1
Elkhorn,4,3
Elkin,2,35
Elkin,3,6
Elkin,4,7
Elkins,2,5
Elkins,4,5
Elkins Park,1,5
Elkins Park,2,583
Elkins Park,3,1
Elkins Park,4,1
Elkland,2,14
Elkland,4,2
Elkmont,1,1
Elkmont,2,40
Elkmont,3,10
Elkmont,4,2
Elko,1,3
Elko,2,166
Elko,3,10
Elko,4,8
Elko New Market,2,117
Elko New Market,3,6
Elkridge,2,394
Elkridge,3,47
Elkridge,4,22
Elkton,2,586
Elkton,3,16
Elkton,4,80
Elkview,2,123
Elkview,4,3
Elkwood,2,23
Elkwood,3,1
Elkwood,4,6
Ellabell,2,49
Ellabell,3,21
Ellabell,4,8
Ellaville,2,11
Ellaville,4,1
Ellenboro,2,26
Ellenboro,4,4
Ellenburg Depot,2,2
Ellenburg Depot,4,1
Ellendale,2,214
Ellendale,3,4
Ellensburg,2,11
Ellensburg,4,3
Ellenton,1,13
Ellenton,2,375
Ellenton,3,71
Ellenton,4,4
Ellenville,2,4
Ellenwood,2,135
Ellenwood,3,27
Ellenwood,4,10
Ellerbe,2,13
Ellerbe,4,6
Ellerslie,2,1
Ellettsville,1,1
Ellettsville,2,2
Ellettsville,4,1
Ellicott City,1,2
Ellicott City,2,384
Ellicott City,3,30
Ellicott City,4,22
Ellicottville,2,2
Ellicottville,4,1
Ellijay,2,65
Ellijay,3,1
Ellijay,4,19
Ellington,2,17
Ellington,4,9
Elliott,2,4
Elliottsburg,1,1
Elliottsburg,2,23
Elliottsburg,4,3
Ellison Bay,2,1
Ellison Bay,4,2
Elliston,2,281
Elliston,3,44
Elliston,4,16
Ellisville,2,10
Ellisville,3,2
Elloree,1,3
Elloree,2,84
Ellsworth,2,72
Ellsworth,3,4
Ellsworth,4,7
Ellwood City,2,68
Ellwood City,4,7
Elm City,2,49
Elm City,3,2
Elm City,4,5
Elm Creek,2,4
Elm Creek,3,1
Elm Grove,2,1
Elm Mott,2,2
Elma,1,1
Elma,2,28
Elma,3,1
Elmendorf,2,9
Elmendorf,3,4
Elmendorf,4,2
Elmer,2,26
Elmer,4,11
Elmhurst,1,42
Elmhurst,2,890
Elmhurst,3,574
Elmhurst,4,5
Elmhurst Township,2,1
Elmhurst Township,3,3
Elmira,2,22
Elmira,4,6
Elmo,2,28
Elmont,1,1
Elmont,2,32
Elmont,3,1
Elmont,4,3
Elmora,2,9
Elmore,2,63
Elmore,3,31
Elmore,4,2
Elmsford,1,5
Elmsford,2,537
Elmsford,3,43
Elmsford,4,3
Elmwood,2,1
Elmwood Park,1,1
Elmwood Park,2,205
Elmwood Park,3,36
Elmwood Park,4,2
Elnora,2,9
Elnora,3,1
Elnora,4,3
Elon,2,18
Elon,4,1
Eloy,2,103
Eloy,3,12
Eloy,4,7
Elrama,2,1
Elrama,4,1
Elrod,2,18
Elrosa,2,3
Elsinore,2,1
Elsmere,2,10
Elverson,2,73
Elverson,3,2
Elverta,2,177
Elwood,2,27
Elwood,4,5
Ely,1,4
Ely,2,117
Ely,3,1
Ely,4,2
Elyria,2,89
Elyria,3,59
Elyria,4,6
Elysburg,2,70
Elysburg,3,2
Elysburg,4,9
Elysian,2,18
Embarrass,2,20
Embudo,2,1
Emden,3,1
Emelle,2,5
Emerado,2,11
Emerald Hills,2,15
Emerald Isle,2,2
Emerson,2,10
Emerson,3,1
Emerson,4,2
Emery,2,1
Emeryville,1,8
Emeryville,2,989
Emeryville,3,273
Emeryville,4,4
Emigrant,2,19
Emigrant,4,1
Emigrant Gap,2,75
Emigrant Gap,3,2
Emily,2,11
Emlenton,2,104
Emlenton,3,12
Emlenton,4,17
Emmaus,2,38
Emmaus,3,1
Emmaus,4,3
Emmet,2,4
Emmet,3,1
Emmet,4,5
Emmetsburg,2,4
Emmetsburg,4,3
Emmett,2,5
Emmitsburg,2,59
Emmitsburg,4,5
Emmons,2,1
Empire,1,1
Empire,2,46
Empire,3,1
Empire,4,10
Emporia,2,217
Emporia,3,16
Emporia,4,25
Emporium,2,38
Emporium,4,1
Encinal,2,6
Encinitas,1,2
Encinitas,2,625
Encinitas,3,86
Encinitas,4,2
Encino,1,3
Encino,2,1215
Encino,3,38
Encino,4,2
Endeavor,2,3
Endeavor,3,2
Endeavor,4,3
Enderlin,2,7
Endicott,2,38
Endicott,4,2
Enfield,2,157
Enfield,3,23
Enfield,4,19
Engadine,2,1
England,2,5
England,4,3
Englewood,1,54
Englewood,2,1140
Englewood,3,201
Englewood,4,20
Englewood Cliffs,2,28
Englewood Cliffs,3,1
Englewood Cliffs,4,2
English,2,20
English,3,4
English,4,5
Englishtown,2,113
Englishtown,3,1
Englishtown,4,6
Enid,2,1
Enigma,2,5
Enigma,3,1
Ennice,2,6
Ennice,4,2
Ennis,2,73
Ennis,3,21
Ennis,4,6
Enola,2,119
Enola,3,14
Enola,4,7
Enon,2,4
Enon,3,8
Enon,4,2
Enon Valley,2,18
Enon Valley,3,1
Enon Valley,4,5
Enoree,1,10
Enoree,2,245
Enoree,3,10
Enoree,4,1
Enterprise,1,3
Enterprise,2,256
Enterprise,3,1
Enterprise,4,6
Entiat,2,1
Enumclaw,2,36
Enumclaw,4,5
Enville,2,1
Epes,2,10
Epes,3,5
Epes,4,2
Ephraim,2,29
Ephraim,4,1
Ephrata,1,28
Ephrata,2,660
Ephrata,3,3
Ephrata,4,19
Epping,2,17
Epsom,2,6
Epworth,2,4
Epworth,4,1
Equality,2,1
Erie,1,1
Erie,2,311
Erie,3,67
Erie,4,43
Erin,2,16
Erin,4,5
Erlanger,1,16
Erlanger,2,116
Erlanger,3,72
Erlanger,4,2
Ernul,2,1
Erskine,2,18
Erving,2,1
Erwin,2,30
Erwin,3,5
Erwin,4,7
Erwinna,2,1
Escalante,2,7
Escalon,1,2
Escalon,2,293
Escalon,4,2
Escondido,1,9
Escondido,2,1978
Escondido,3,132
Escondido,4,8
Eskdale,2,63
Eskdale,4,2
Esko,2,121
Esko,3,1
Esmont,2,3
Esmont,4,5
Esopus,2,2
Espanola,2,18
Espanola,4,3
Esparto,2,107
Esparto,3,1
Esparto,4,2
Esperance,2,14
Esperance,4,3
Essex,1,1
Essex,2,173
Essex,3,26
Essex,4,24
Essex Junction,2,1
Essington,1,1
Essington,2,199
Essington,3,61
Essington,4,2
Estacada,2,72
Estacada,4,14
Estero,1,27
Estero,2,902
Estero,3,45
Estero,4,8
Estero Island,2,2
Estes Park,1,1
Estes Park,2,12
Estes Park,4,4
Estill,1,4
Estill,2,62
Estill Springs,2,5
Estill Springs,4,2
Estillfork,2,1
Ethel,2,6
Ethelsville,2,5
Ethelsville,4,2
Ethridge,2,1
Etna,1,1
Etna,2,53
Etna,3,10
Etoile,3,1
Etowah,2,19
Etowah,4,2
Etters,1,4
Etters,2,107
Etters,3,2
Etters,4,6
Euclid,1,1
Euclid,2,53
Euclid,3,26
Eudora,2,24
Eudora,4,9
Eufaula,2,33
Eufaula,4,1
Eugene,2,968
Eugene,3,20
Eugene,4,14
Euless,2,217
Euless,3,1
Eunice,2,2
Eure,2,10
Eure,4,3
Eureka,1,7
Eureka,2,612
Eureka,3,30
Eureka,4,2
Eureka Springs,2,22
Eureka Springs,4,11
Eustis,2,151
Eustis,4,3
Eutaw,2,50
Eutaw,3,10
Eutaw,4,3
Eutawville,1,3
Eutawville,2,105
Evans,2,17
Evans,4,1
Evans City,2,4
Evans City,4,2
Evans Mills,2,8
Evans Mills,4,1
Evansdale,2,24
Evansdale,3,4
Evanston,1,1
Evanston,2,105
Evanston,4,14
Evansville,1,1
Evansville,2,221
Evansville,3,4
Evansville,4,71
Evart,2,1
Eveleth,1,1
Eveleth,2,131
Evening Shade,2,10
Evening Shade,4,3
Evensville,1,1
Evensville,2,2
Everett,1,15
Everett,2,653
Everett,3,178
Everett,4,12
Evergreen,1,1
Evergreen,2,216
Evergreen,3,43
Evergreen,4,30
Evergreen Park,2,4
Everson,1,1
Everson,2,40
Everson,3,2
Everson,4,4
Everton,2,4
Everton,4,3
Evington,2,27
Evington,4,4
Ewing,2,15
Ewing,4,5
Excelsior,1,1
Excelsior,2,123
Excelsior,4,2
Exchange,2,11
Exeter,1,6
Exeter,2,346
Exeter,3,3
Exira,2,1
Exmore,2,38
Exmore,4,4
Export,2,60
Export,4,8
Exton,1,13
Exton,2,579
Exton,3,32
Exton,4,13
Eyota,2,126
Fabens,2,7
Faber,2,33
Faber,4,6
Factoryville,2,12
Factoryville,3,1
Factoryville,4,1
Fair Bluff,2,2
Fair Grove,1,2
Fair Grove,2,12
Fair Haven,3,1
Fair Lawn,2,109
Fair Lawn,4,1
Fair Oaks,1,16
Fair Oaks,2,1372
Fair Oaks,3,3
Fair Oaks,4,5
Fair Play,1,7
Fair Play,2,265
Fair Play,3,33
Fair Play,4,4
Fairborn,1,1
Fairborn,2,35
Fairborn,3,10
Fairborn,4,1
Fairburn,2,124
Fairburn,3,54
Fairburn,4,14
Fairchild Air Force Base,2,1
Fairdale,1,2
Fairdale,2,46
Fairdale,3,2
Fairdale,4,1
Fairfax,1,6
Fairfax,2,3033
Fairfax,3,462
Fairfax,4,21
Fairfax Station,2,407
Fairfax Station,3,1
Fairfax Station,4,6
Fairfield,1,23
Fairfield,2,2605
Fairfield,3,469
Fairfield,4,33
Fairhaven,2,2
Fairhaven,3,1
Fairhaven,4,1
Fairhope,2,29
Fairhope,3,2
Fairhope,4,2
Fairland,2,20
Fairland,3,6
Fairland,4,3
Fairlee,2,1
Fairless Hills,2,10
Fairless Hills,4,1
Fairmont,2,326
Fairmont,3,7
Fairmont,4,12
Fairmount,2,15
Fairmount,3,1
Fairmount,4,1
Fairmount City,2,29
Fairmount City,4,2
Fairmount Heights,2,2
Fairplay,2,137
Fairplay,3,3
Fairplay,4,38
Fairport,1,2
Fairport,2,229
Fairview,1,2
Fairview,2,338
Fairview,3,20
Fairview,4,19
Fairview Heights,2,16
Fairview Heights,3,52
Fairview Heights,4,2
Faison,2,45
Faison,3,3
Faison,4,8
Falconer,2,1
Falfurrias,2,4
Falfurrias,4,3
Falkville,2,42
Falkville,3,28
Falkville,4,1
Fall Branch,2,21
Fall Branch,3,8
Fall Branch,4,2
Fall City,2,9
Fall City,3,1
Fall City,4,3
Fall Creek,2,3
Fall River,2,25
Fall River,3,10
Fall River,4,1
Fall River Mills,2,40
Fallbrook,1,12
Fallbrook,2,1777
Fallbrook,3,43
Fallbrook,4,8
Fallentimber,2,36
Falling Waters,2,89
Falling Waters,3,2
Falling Waters,4,3
Fallon,1,6
Fallon,2,206
Fallon,3,1
Fallon,4,7
Falls Church,1,1
Falls Church,2,1251
Falls Church,3,209
Falls Church,4,23
Falls Creek,2,48
Falls Creek,3,4
Falls Creek,4,1
Falls Of Rough,2,2
Falls Village,2,4
Falls Village,4,2
Fallsburg,2,2
Fallston,2,27
Fallston,4,8
Falmouth,1,3
Falmouth,2,7
Falmouth,3,6
Falmouth,4,2
Fancy Gap,2,117
Fancy Gap,3,28
Fancy Gap,4,10
Fannettsburg,2,2
Fanning Springs,1,2
Fanning Springs,2,9
Far Hills,2,28
Far Hills,3,2
Far Hills,4,3
Far Rockaway,2,12
Far Rockaway,4,2
Fargo,2,204
Fargo,3,2
Faribault,1,1
Faribault,2,474
Faribault,3,5
Farina,2,1
Farina,3,27
Farley,2,4
Farmer City,2,1
Farmer City,3,13
Farmersburg,2,2
Farmersburg,4,1
Farmersville,2,33
Farmersville,3,11
Farmingdale,1,3
Farmingdale,2,303
Farmingdale,3,2
Farmingdale,4,9
Farmington,1,7
Farmington,2,1244
Farmington,3,175
Farmington,4,21
Farmington Hills,2,1
Farmington Hills,3,1
Farmingville,1,4
Farmingville,2,30
Farmingville,3,4
Farmland,2,6
Farmland,4,3
Farmville,2,80
Farmville,4,29
Farnham,2,21
Farnham,3,1
Farnham,4,7
Farragut,2,33
Farragut,3,12
Farson,2,1
Farwell,2,14
Farwell,4,1
Fate,3,10
Faucett,2,7
Faulkner,2,1
Faulkner,4,1
Faunsdale,2,1
Faunsdale,3,1
Faunsdale,4,1
Fawn Grove,1,1
Fawn Grove,2,6
Fayette,1,1
Fayette,2,29
Fayette,4,1
Fayette City,2,6
Fayette City,4,1
Fayetteville,1,2
Fayetteville,2,768
Fayetteville,3,34
Fayetteville,4,107
Feasterville Trevose,2,109
Feasterville Trevose,3,25
Feasterville Trevose,4,2
Feasterville-Trevose,2,56
Feasterville-Trevose,3,10
Feasterville-Trevose,4,4
Federal Way,2,378
Federal Way,3,166
Federal Way,4,5
Federalsburg,2,69
Federalsburg,3,1
Federalsburg,4,20
Feeding Hills,2,3
Felda,2,6
Fellows,2,35
Fellows,4,1
Fellsmere,2,72
Fellsmere,3,19
Fellsmere,4,4
Felton,1,2
Felton,2,257
Felton,4,9
Felts Mills,2,2
Felts Mills,4,1
Fenelton,2,2
Fenelton,4,1
Fennville,2,41
Fennville,3,10
Fennville,4,9
Fenton,1,14
Fenton,2,486
Fenton,3,36
Fenton,4,13
Fenwick,2,1
Ferdinand,2,10
Ferdinand,4,6
Fergus Falls,2,97
Fergus Falls,4,1
Ferguson,2,2
Fern Park,2,7
Fernandina Beach,1,2
Fernandina Beach,2,153
Fernandina Beach,3,1
Fernandina Beach,4,1
Ferndale,2,138
Ferndale,3,29
Ferndale,4,1
Fernley,1,6
Fernley,2,109
Fernley,3,2
Fernley,4,5
Ferris,1,1
Ferris,2,65
Ferris,3,22
Ferris,4,3
Ferron,2,73
Ferron,3,3
Ferrum,2,12
Ferrum,4,10
Fessenden,2,2
Festus,2,49
Festus,3,27
Festus,4,1
Feura Bush,2,25
Feura Bush,4,3
Fiddletown,2,38
Fieldale,2,30
Fieldale,3,1
Fieldale,4,10
Fields,2,2
Fields Landing,2,2
Fife,1,1
Fife,2,99
Fife,3,65
Fife,4,1
Filer,2,3
Fillmore,1,4
Fillmore,2,576
Fillmore,3,30
Fillmore,4,7
Fincastle,2,125
Fincastle,3,12
Fincastle,4,19
Findlay,2,29
Findlay,3,25
Findlay,4,1
Fingal,2,1
Finksburg,1,1
Finksburg,2,32
Finksburg,4,5
Finland,2,2
Finlayson,2,75
Finlayson,3,2
Finleyville,2,20
Finleyville,4,7
Fircrest,2,2
Firebaugh,1,3
Firebaugh,2,318
Firebaugh,3,10
Firebaugh,4,6
Firth,2,39
Firth,4,4
Fish Camp,2,28
Fish Creek,2,6
Fish Creek,4,4
Fisher,2,4
Fisher,4,3
Fishers,1,5
Fishers,2,112
Fishers,3,29
Fishers,4,4
Fishersville,2,99
Fishersville,3,20
Fishersville,4,20
Fishertown,2,4
Fisherville,2,5
Fisherville,3,5
Fishing Creek,2,1
Fishkill,1,2
Fishkill,2,245
Fishkill,3,32
Fishkill,4,4
Fishtail,2,5
Fiskdale,2,4
Fiskdale,4,2
Fitchburg,1,4
Fitchburg,2,39
Fithian,3,8
Fitzgerald,2,4
Fitzpatrick,2,7
Fitzpatrick,4,1
Fitzwilliam,1,2
Fitzwilliam,2,1
Five Points,2,51
Five Points,4,1
Flag Pond,2,11
Flag Pond,3,1
Flagler,2,9
Flagler,3,2
Flagler,4,3
Flagler Beach,2,77
Flagler Beach,3,5
Flagler Beach,4,2
Flagstaff,2,687
Flagstaff,3,76
Flagstaff,4,38
Flanders,2,23
Flanders,3,1
Flanders,4,4
Flasher,2,2
Flat Rock,2,161
Flat Rock,3,20
Flat Rock,4,18
Flat Top,2,53
Flat Top,4,1
Flatonia,2,6
Flatonia,3,1
Flatonia,4,1
Flatwoods,2,22
Flatwoods,4,1
Fleetwood,2,61
Fleetwood,4,12
Fleming,2,20
Fleming,3,3
Fleming,4,4
Fleming Island,2,146
Fleming Island,3,1
Flemington,2,15
Flemington,4,1
Fletcher,1,1
Fletcher,2,356
Fletcher,3,150
Fletcher,4,31
Flint,1,138
Flint,2,3665
Flint,3,75
Flint,4,53
Flint Hill,2,1
Flint Hill,4,1
Flinton,2,9
Flintstone,2,70
Flintstone,3,6
Flintstone,4,9
Flintville,2,2
Flintville,4,3
Flomaton,2,1
Flomaton,4,2
Floodwood,2,82
Floodwood,4,2
Flora,2,5
Flora,4,1
Florahome,2,22
Floral City,1,1
Floral City,2,49
Floral Park,2,102
Floral Park,3,2
Floral Park,4,1
Florala,2,1
Florence,1,101
Florence,2,3265
Florence,3,118
Florence,4,47
Florham Park,2,63
Florham Park,3,1
Florham Park,4,1
Florida,2,2
Florida,4,1
Florida City,2,72
Florissant,1,5
Florissant,2,88
Florissant,3,42
Florissant,4,11
Floriston,1,1
Floriston,2,244
Floriston,3,16
Floriston,4,5
Flossmoor,2,2
Flournoy,2,1
Flourtown,2,108
Flovilla,2,11
Flovilla,4,3
Floweree,2,10
Floweree,4,1
Flowery Branch,2,39
Flowery Branch,3,13
Flowery Branch,4,3
Flowood,2,107
Flowood,4,5
Floyd,2,40
Floyd,4,14
Floydada,2,4
Floyds Knobs,1,2
Floyds Knobs,2,12
Floyds Knobs,3,13
Floyds Knobs,4,1
Flushing,1,10
Flushing,2,1980
Flushing,3,401
Flushing,4,33
Fluvanna,3,1
Fogelsville,2,42
Fogelsville,3,1
Fogelsville,4,4
Folcroft,2,25
Foley,1,2
Foley,2,107
Foley,4,1
Folkston,2,10
Folkston,4,2
Follansbee,2,1
Folly Beach,1,1
Folly Beach,2,2
Folsom,2,273
Folsom,3,2
Folsom,4,2
Fombell,2,5
Fombell,4,1
Fond du Lac,1,2
Fond du Lac,2,72
Fond du Lac,3,15
Fond du Lac,4,3
Fonda,2,8
Fonda,4,4
Fontana,1,16
Fontana,2,3045
Fontana,3,226
Fontana,4,11
Foothill Ranch,2,60
Forbes,2,1
Forbestown,2,16
Force,2,4
Ford,2,16
Ford,4,4
Ford City,2,2
Ford City,4,1
Fordoche,2,5
Fordoche,4,1
Fords,2,223
Fords,3,40
Fords,4,1
Fordsville,2,1
Fordyce,2,17
Fordyce,4,8
Forest,2,108
Forest,3,2
Forest,4,37
Forest City,2,51
Forest City,4,10
Forest Grove,2,105
Forest Grove,3,1
Forest Grove,4,9
Forest Hill,2,44
Forest Hill,3,13
Forest Hill,4,1
Forest Hills,2,492
Forest Hills,3,42
Forest Hills,4,2
Forest Home,2,1
Forest Knolls,2,7
Forest Lake,1,5
Forest Lake,2,500
Forest Lake,3,22
Forest Lake,4,3
Forest Lakes,2,28
Forest Lakes,4,3
Forest Park,2,303
Forest Park,3,330
Forest Park,4,27
Forest Ranch,2,82
Forest Ranch,3,1
Forest Ranch,4,5
Foresthill,1,1
Foresthill,2,165
Foreston,2,9
Forestport,1,1
Forestport,2,12
Forestville,1,1
Forestville,2,178
Forestville,4,1
Foristell,2,50
Foristell,3,13
Foristell,4,2
Fork,1,1
Fork,2,23
Fork Union,2,10
Fork Union,4,3
Forked River,2,85
Forked River,4,1
Forkland,2,3
Forks,2,24
Forks,3,1
Forks of Salmon,2,14
Forksville,2,17
Forksville,4,2
Forman,2,2
Formoso,2,2
Forney,2,298
Forney,3,75
Forney,4,11
Forrest,2,1
Forrest City,2,101
Forrest City,4,14
Forreston,2,10
Forreston,3,2
Forreston,4,1
Forsyth,1,1
Forsyth,2,405
Forsyth,3,80
Forsyth,4,29
Fort A P Hill,2,1
Fort Ann,2,80
Fort Ann,4,11
Fort Atkinson,2,4
Fort Atkinson,4,2
Fort Belvoir,2,54
Fort Benning,2,6
Fort Benning,3,1
Fort Benton,2,21
Fort Bidwell,2,2
Fort Blackmore,2,3
Fort Blackmore,4,1
Fort Bliss,2,31
Fort Bliss,3,1
Fort Bragg,1,4
Fort Bragg,2,270
Fort Bragg,4,2
Fort Branch,2,5
Fort Branch,4,6
Fort Bridger,2,89
Fort Bridger,4,10
Fort Calhoun,2,2
Fort Calhoun,4,4
Fort Campbell,2,4
Fort Collins,1,25
Fort Collins,2,308
Fort Collins,3,62
Fort Collins,4,26
Fort Davis,1,1
Fort Davis,2,13
Fort Davis,3,1
Fort Defiance,2,31
Fort Defiance,4,9
Fort Denaud,2,12
Fort Denaud,3,1
Fort Denaud,4,1
Fort Deposit,2,31
Fort Deposit,3,33
Fort Dix,2,2
Fort Dodge,2,9
Fort Drum,2,2
Fort Drum,4,1
Fort Duchesne,2,16
Fort Edward,2,70
Fort Edward,4,2
Fort Eustis,2,2
Fort Garland,2,40
Fort Garland,3,1
Fort Garland,4,9
Fort Gay,2,1
Fort George G Meade,2,43
Fort Gibson,2,1
Fort Gordon,2,1
Fort Gratiot,2,21
Fort Gratiot,3,2
Fort Gratiot,4,1
Fort Hancock,2,13
Fort Hancock,3,7
Fort Hancock,4,2
Fort Harrison,2,4
